author;author_type;city;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;district;street;underground
Анна Маслова;Риелтор;Moskva;5;5;5;360.0;4583333.0;1650000000;2003;192.0;13.0;Hamovniki;Molochnyj pereulok;Park Kul'tury
Филипп Красинец;Риелтор;Moskva;16;17;5;115.0;156513.0;17999000;2013;70.0;12.0;Nekrasovka;Sochinskaja;Nekrasovka
Дмитрий Кольцов;Риелтор;Moskva;5;5;5;88.5;231615.0;20498000;1929;64.0;8.0;Lefortovo;Aviamotornaja;Aviamotornaja
Егор Загрия;Риелтор;Moskva;1;9;5;83.7;290919.0;24350000;1968;61.0;6.0;Vostochnoe Izmajlovo;Sirenevyj bul'var;Schelkovskaja
Этажи Москва;Агентство недвижимости;Moskva;12;17;5;115.0;217391.0;25000000;1992;;10.0;Vostochnoe Degunino;Keramicheskij proezd;Beskudnikovo
Лилия Абдрахманова;Риелтор;Moskva;1;12;5;100.9;257680.0;26000000;1983;67.0;17.0;Kuntsevo;Ivana Franko;Rabochij poselok
ИНКОМ-Недвижимость;Агентство недвижимости;Moskva;4;14;5;112.3;240427.0;27000000;1987;76.0;12.0;Koptevo;Novopetrovskaja;Baltijskaja
ИНКОМ-Недвижимость;Агентство недвижимости;Moskva;3;7;4;108.2;189463.0;20500000;1955;73.0;9.0;Rjazanskij;Luhovitskaja;Okskaja
Валерия Николаевна;Риелтор;Moskva;1;6;5;142.0;169007.0;23999000;1914;;;Basmannyj;Novaja Basmannaja;Krasnye vorota
Дворянское гнездо;Агентство недвижимости;Moskva;1;9;5;90.0;188888.0;17000000;1968;;10.0;Novogireevo;Zelenyj prospekt;Novogireevo
PROНЕДВИЖИМОСТЬ;Агентство недвижимости;Moskva;1;5;5;156.6;151979.0;23800000;1936;110.0;7.0;Ljublino;Kubanskaja;Volzhskaja
Группа Эталон;Застройщик;Moskva;3;14;Студия;31.6;410097.0;12959090;2025;;;Danilovskij;;Tehnopark
MR Group;Застройщик;Moskva;10;15;Студия;30.9;640000.0;19776000;2023;;3.0;Begovoj;Severnyj ao;Belorusskaja
Аеон-Девелопмент;Застройщик;Moskva;8;45;Студия;202.0;112405.0;22705831;2026;;;Dorogomilovo;Kutuzovskij proezd;Fili
MR Group;Застройщик;Moskva;6;41;Студия;32.1;633158.0;20324386;2023;;;Ramenki;1-j Setun'skij proezd;Luzhniki
Донстрой;Застройщик;Moskva;18;22;Студия;32.6;596508.0;19446193;2025;12.0;12.0;Horoshevo-Mnevniki;proezd Proektiruemyj № 1074;Terehovo
SHOW ME;Агентство недвижимости;Moskva;12;12;Студия;37.0;472972.0;17500000;2020;;;Danilovskij;Holodil'nyj pereulok;Tul'skaja
ASTERUS;Застройщик;Moskva;4;25;Студия;24.52;499600.0;12250192;2023;;;Pokrovskoe-Streshnevo;;Spartak
MR Group;Застройщик;Moskva;4;28;Студия;25.1;661821.0;16611723;2024;2.0;17.0;Danilovskij;;Serpuhovskaja
MR Group;Застройщик;Moskva;37;54;Студия;202.0;72098.0;14563849;2025;15.0;4.0;Savelovskij;2-ja Hutorskaja;Dmitrovskaja
GRAVION;Застройщик;Moskva;2;9;Студия;32.7;1046706.0;34227313;2023;;;Jakimanka;Leninskij prospekt;Oktjabr'skaja
Hutton Development;Застройщик;Moskva;5;8;Студия;33.47;597550.0;20000000;2023;4.0;21.0;Gagarinskij;;Leninskij prospekt
ДОНСТРОЙ;Застройщик;Moskva;13;26;Студия;28.3;560200.0;15853660;2024;10.0;9.0;Ramenki;Lobachevskogo;Michurinskij prospekt
Forma;Застройщик;Moskva;4;26;Студия;26.86;825302.0;22167638;2025;13.0;6.0;Presnenskij;;Belorusskaja
Forma;Застройщик;Moskva;3;20;Студия;202.0;62270.0;12578542;2025;13.0;2.0;Aeroport;Chasovaja;Krasnyj Baltiets
MR Group;Застройщик;Moskva;19;36;Студия;202.0;69943.0;14128526;2023;;;Zapadnoe Degunino;Il'menskij proezd;Seligerskaja
Группа Эталон;Застройщик;Moskva;13;19;Студия;25.8;614717.0;15859724;2025;;;Zamoskvorech'e;;Paveletskaja
Forma;Застройщик;Moskva;11;22;Студия;202.0;58210.0;11758549;2025;12.0;4.0;Pechatniki;Juzhnoportovaja;Pechatniki
Донстрой;Застройщик;Moskva;18;41;Студия;32.3;494525.0;15973158;2024;20.0;3.0;Horoshevo-Mnevniki;Shelepihinskaja naberezhnaja;Shelepiha
Level Group;Застройщик;Moskva;24;41;Студия;22.8;487050.0;11104743;2025;12.0;3.0;Ochakovo-Matveevskoe;;Michurinskij prospekt
VESPER;Застройщик;Moskva;3;9;Студия;36.7;799999.0;29360000;2023;;;Tverskoj;1-ja Tverskaja-Jamskaja;Majakovskaja
ZIP Realty;Агентство недвижимости;Moskva;2;2;Студия;45.0;286666.0;12900000;;20.0;5.0;Preobrazhenskoe;Elektrozavodskaja;Preobrazhenskaja ploschad'
Э.К. Девелопмент;Застройщик;Moskva;12;25;Студия;22.3;512000.0;11417600;2022;;;Horoshevskij;Margelova;Begovaja
VOSHOD;Застройщик;Moskva;9;17;Студия;39.0;569300.0;22202700;2024;;;Filevskij park;Vasilisy Kozhinoj;Filevskij park
ФСК;Застройщик;Moskva;4;26;Студия;202.0;101841.0;20572020;2025;14.0;;Horoshevo-Mnevniki;;Horoshevo
Level Group;Застройщик;Moskva;15;24;Студия;17.5;428647.0;7501334;2025;9.0;2.0;Pechatniki;;Kozhuhovskaja
РГ-Девелопмент;Застройщик;Moskva;12;20;Студия;27.9;319000.0;8900100;2024;19.0;;Golovinskij;Mihalkovskaja;Koptevo
Level Group;Застройщик;Moskva;3;24;Студия;21.5;314632.0;6764598;2024;14.0;;Pokrovskoe-Streshnevo;proezd Proektiruemyj № 3959;Tushinskaja
Level Group;Застройщик;Moskva;15;19;Студия;17.9;759570.0;13596306;2025;9.0;1.0;Akademicheskij;Profsojuznaja;Akademicheskaja
Основа;Застройщик;Moskva;5;19;Студия;27.23;848329.0;23100000;2023;;18.0;Krasnosel'skij;prospekt Akademika Saharova;Krasnye vorota
А101;Застройщик;Moskva;15;15;Студия;24.2;350001.0;8470046;2023;8.0;6.0;;;Ulitsa Skobelevskaja
А101;Застройщик;Moskva;7;15;Студия;21.3;345493.0;7359021;2024;8.0;5.0;;;Prokshino
Группа Родина;Застройщик;Moskva;4;13;Студия;20.0;440770.0;8815400;2023;14.0;3.0;;;Ol'hovaja
РГ-Девелопмент;Застройщик;Moskva;10;19;Студия;26.1;443700.0;11580570;2025;12.0;4.0;Savelovskij;Staryj Petrovsko-Razumovskij proezd;Grazhdanskaja
Хлебозавод 9;Застройщик;Moskva;2;2;Студия;27.0;295000.0;7965000;2022;;;Preobrazhenskoe;Elektrozavodskaja;Preobrazhenskaja ploschad'
РГ-Девелопмент;Застройщик;Moskva;5;9;Студия;24.6;235000.0;5781000;2025;9.0;10.0;Chertanovo Juzhnoe;;Annino
Hutton Development;Застройщик;Moskva;6;8;Студия;44.0;856000.0;37664000;2022;20.0;;Taganskij;Slavjanskaja ploschad';Kitaj-gorod
А101;Застройщик;Moskva;6;30;Студия;23.6;299130.0;7059476;2025;8.0;5.0;Juzhnoe Butovo;k2.4;Buninskaja alleja
COLDY;Застройщик;Moskva;13;21;Студия;17.83;321510.0;5732541;2024;;;Nizhegorodskij;Avtomobil'nyj proezd;Kalitniki
Ташир;Застройщик;Moskva;3;21;Студия;34.7;341700.0;11856990;2020;24.0;;Ochakovo-Matveevskoe;Amin'evskoe shosse;Davydkovo
Ташир;Застройщик;Moskva;2;32;Студия;45.2;386400.0;17465280;2021;26.0;9.0;Cheremushki;Hersonskaja;Kaluzhskaja
Sminex-Интеко;Застройщик;Moskva;3;26;Студия;23.8;507563.0;12080000;2024;15.0;;Marfino;Akademika Koroleva;Butyrskaja
Prime Life Development;Застройщик;Moskva;3;28;Студия;30.31;424358.0;12862306;2025;14.0;5.0;Nagatino-Sadovniki;Nagatinskaja;Nagatinskaja
СПЕЦСТРОЙ-1;Застройщик;Moskva;4;13;Студия;32.36;519750.0;16819110;2025;19.0;3.0;Dorogomilovo;Poklonnaja;Park Pobedy
А101;Застройщик;Moskva;4;18;Студия;23.3;270419.0;6300764;2025;9.0;5.0;;;Ulitsa Gorchakova
А101;Застройщик;Moskva;11;15;Студия;18.9;404469.0;7644471;2022;9.0;2.0;;;Prokshino
МИЦ;Застройщик;Moskva;2;21;Студия;202.0;47333.0;9561372;2023;11.0;2.0;Horoshevo-Mnevniki;3-ja Horoshevskaja;Zorge
Доходный дом;Застройщик;Moskva;4;23;Студия;28.2;380704.0;10735866;2025;;;Ochakovo-Matveevskoe;;Ozernaja
А101;Застройщик;Moskva;2;9;Студия;21.9;290436.0;6360567;2024;7.0;5.0;;;Buninskaja alleja
Estes;Агентство недвижимости;Moskva;1;5;Студия;26.0;884615.0;23000000;;15.0;6.0;Jakimanka;3-j Golutvinskij pereulok;Poljanka
Место;Агентство недвижимости;Moskva;2;11;Студия;25.5;529411.0;13500000;2019;;5.0;Begovoj;Leningradskij prospekt;
Sun Development;Застройщик;Moskva;4;10;Студия;32.3;279547.0;9029381;2023;24.0;3.0;Golovinskij;Mihalkovskaja;Koptevo
Группа Эталон;Застройщик;Moskva;5;35;Студия;27.2;441207.0;12000855;2026;;;Danilovskij;;Tehnopark
AFI Development;Застройщик;Moskva;34;52;Студия;19.5;521500.0;10169250;2024;;;Sviblovo;proezd Serebrjakova;Sviblovo
St Michael;Застройщик;Moskva;9;21;Студия;27.34;409335.0;11191245;2023;;19.0;Horoshevskij;Zorge;Zorge
ДСК-1;Застройщик;Moskva;2;14;Студия;202.0;36122.0;7296800;2024;12.0;;Molzhaninovskij;;Vodniki
Абсолют Недвижимость;Представитель застройщика;Moskva;17;23;Студия;26.4;320556.0;8462701;2022;15.0;;Nekrasovka;;Nekrasovka
Основа;Представитель застройщика;Moskva;11;13;Студия;35.4;457000.0;16177800;2022;;;Zamoskvorech'e;Bol'shoj Strochenovskij pereulok;Paveletskaja
MCRealty;Агентство недвижимости;Moskva;45;68;Студия;50.0;600000.0;30000000;2020;;;Presnenskij;1-j Krasnogvardejskij proezd;Testovskaja
Спартак;Застройщик;Moskva;7;14;Студия;37.11;323362.0;12000000;2023;;;Jasenevo;Novojasenevskij prospekt;Teplyj Stan
МИЦ;Застройщик;Moskva;10;22;Студия;24.7;409000.0;10102300;2023;14.0;3.0;Horoshevskij;1-ja Magistral'naja;Horoshevskaja
Dream Realty;Агентство недвижимости;Moskva;2;17;Студия;32.0;370312.0;11850000;2017;18.0;8.0;Horoshevskij;Hodynskij bul'var;TsSKA
Этажи Москва;Агентство недвижимости;Moskva;6;9;Студия;23.2;413793.0;9600000;2018;;;Nizhegorodskij;Rjazanskij prospekt;Nizhegorodskaja
Dream Realty;Агентство недвижимости;Moskva;2;32;Студия;38.0;381578.0;14500000;2019;17.0;8.0;Levoberezhnyj;Leningradskoe shosse;Rechnoj vokzal
ASTERUS;Застройщик;Moskva;3;25;Студия;24.52;445656.0;10927500;2023;;;Pokrovskoe-Streshnevo;;Spartak
Донстрой;Застройщик;Moskva;10;22;Студия;32.6;564808.0;18412773;2025;12.0;12.0;Horoshevo-Mnevniki;proezd Proektiruemyj № 1074;Terehovo
ФСК;Застройщик;Moskva;23;43;Студия;202.0;56567.0;11426659;2025;11.0;;Pokrovskoe-Streshnevo;Stroitel'nyj proezd;Tushinskaja
GRAVION;Застройщик;Moskva;2;9;Студия;26.86;1042000.0;27988121;2023;;;Jakimanka;Leninskij prospekt;Oktjabr'skaja
MR Group;Застройщик;Moskva;3;15;Студия;31.9;593000.0;18916700;2023;;3.0;Begovoj;Severnyj ao;Belorusskaja
Level Group;Застройщик;Moskva;15;33;Студия;17.3;701951.0;12143754;2023;7.0;4.0;Horoshevo-Mnevniki;Prichal'nyj proezd;Shelepiha
ФСК;Застройщик;Moskva;20;20;Студия;202.0;106138.0;21439940;2024;12.0;;Horoshevo-Mnevniki;k2/1;Horoshevo
ASTERUS;Застройщик;Moskva;8;25;Студия;24.52;505400.0;12392408;2023;;;Pokrovskoe-Streshnevo;;Spartak
MR Group;Застройщик;Moskva;24;36;Студия;202.0;70210.0;14182596;2023;;;Zapadnoe Degunino;Il'menskij proezd;Seligerskaja
.Sense;Застройщик;Moskva;8;13;Студия;37.2;510812.0;19002228;2024;15.0;;Danilovskij;Podol'skoe shosse;Tul'skaja
PnP Development;Агентство недвижимости;Moskva;1;22;Студия;17.8;263887.0;4697200;1992;14.7;;Severnoe Butovo;Starobittsevskaja;Bul'var Dmitrija Donskogo
ИМПЕРИАЛ;Ук оф.представитель;Moskva;2;5;Студия;16.6;419277.0;6960000;1955;;;Bogorodskoe;Ivanteevskaja;Bul'var Rokossovskogo
ПИК;Застройщик;Moskva;19;33;Студия;20.1;291360.0;5856336;2024;9.0;5.0;Zapadnoe Degunino;Severnyj ao;Lianozovo
МСК Недвижимость;Агентство недвижимости;Moskva;3;7;Студия;25.1;250613.0;6290411;;16.1;4.0;Koptevo;Klary Tsetkin;Baltijskaja
ПИК;Застройщик;Moskva;23;27;Студия;20.1;369900.0;7434990;2023;9.0;5.0;Nizhegorodskij;k2.1;Nizhegorodskaja
ПИК;Застройщик;Moskva;14;17;Студия;20.0;257500.0;5150000;2024;9.0;5.0;Juzhnoe Butovo;;Scherbinka
Forma;Застройщик;Moskva;17;20;Студия;27.73;489613.0;13576969;2024;13.0;5.0;Danilovskij;Avtozavodskaja;Tul'skaja
ПИК;Застройщик;Moskva;10;21;Студия;21.7;299430.0;6497631;2023;10.0;5.0;Sokol'niki;Sokol'nicheskij Val;Rizhskaja
ZIP Realty;Агентство недвижимости;Moskva;2;3;Студия;36.5;295000.0;10767500;;28.5;3.0;Preobrazhenskoe;Elektrozavodskaja;Preobrazhenskaja ploschad'
ZIP Realty;Агентство недвижимости;Moskva;2;3;Студия;39.1;280000.0;10948000;;31.1;3.0;Preobrazhenskoe;Elektrozavodskaja;Preobrazhenskaja ploschad'
ПИК;Застройщик;Moskva;22;33;Студия;19.8;323105.0;6397498;2025;9.0;5.0;Gol'janovo;Amurskaja;Cherkizovskaja
Forma;Застройщик;Moskva;19;20;Студия;27.73;493930.0;13696679;2024;13.0;5.0;Danilovskij;Avtozavodskaja;Tul'skaja
ПИК;Застройщик;Moskva;21;33;Студия;23.5;416800.0;9794800;2024;11.0;5.0;Kuntsevo;Akademika Pavlova;Krylatskoe
ZIP Realty;Агентство недвижимости;Moskva;11;22;Студия;15.3;395424.0;6050000;;7.3;2.0;Troparevo-Nikulino;Leninskij prospekt;Jugo-Zapadnaja
ZIP Realty;Агентство недвижимости;Moskva;10;22;Студия;16.0;378125.0;6050000;;8.0;2.0;Troparevo-Nikulino;Leninskij prospekt;Jugo-Zapadnaja
ZIP Realty;Агентство недвижимости;Moskva;10;22;Студия;17.6;355227.0;6252000;;9.6;2.0;Troparevo-Nikulino;Leninskij prospekt;Jugo-Zapadnaja
ZIP Realty;Агентство недвижимости;Moskva;10;22;Студия;16.4;372560.0;6110000;;8.4;2.0;Troparevo-Nikulino;Leninskij prospekt;Jugo-Zapadnaja
MCRealty;Агентство недвижимости;Moskva;40;78;Студия;50.0;600000.0;30000000;2020;;;Presnenskij;1-j Krasnogvardejskij proezd;Testovskaja
ПИК;Застройщик;Moskva;6;9;Студия;19.9;286847.0;5708275;2024;9.0;5.0;;;Bul'var Admirala Ushakova
Cristall Realty;Агентство недвижимости;Moskva;13;28;Студия;20.0;450000.0;9000000;2021;;7.0;Zapadnoe Degunino;Pjalovskaja;Seligerskaja
НДВ;Агентство недвижимости;Moskva;1;3;Студия;18.6;313041.0;5822577;;11.4;2.2;Golovinskij;Solnechnogorskij proezd;Vodnyj stadion
Forma;Застройщик;Moskva;3;20;Студия;27.73;459393.0;12738968;2024;13.0;5.0;Danilovskij;Avtozavodskaja;Tul'skaja
Кварта-ПИК БРОКЕР;Агентство недвижимости;Moskva;2;23;Студия;25.1;360557.0;9050000;2020;8.0;8.7;Schukino;Berzarina;Panfilovskaja
Bespoke Estate;Агентство недвижимости;Moskva;18;24;Студия;139.0;553956.0;77000000;2013;80.0;32.2;Tverskoj;2-j Schemilovskij pereulok;Novoslobodskaja
НДВ;Агентство недвижимости;Moskva;2;3;Студия;18.5;308918.0;5715000;;;5.0;Golovinskij;Solnechnogorskij proezd;Vodnyj stadion
Bespoke Estate;Агентство недвижимости;Moskva;24;30;Студия;29.4;509863.0;14990000;2021;;;Timirjazevskij;Dmitrovskij proezd;Timirjazevskaja
Whitewill Москва-Сити;Агентство недвижимости;Moskva;30;85;Студия;30.0;1016666.0;30500000;2016;25.0;;Presnenskij;1-j Krasnogvardejskij proezd;Delovoj tsentr
Группа Эталон;Застройщик;Moskva;11;17;Студия;27.9;459327.0;12815247;2024;;;Danilovskij;bul'var Pavla Filonova;ZIL
Forma;Застройщик;Moskva;7;20;Студия;27.73;480635.0;13328009;2024;13.0;5.0;Danilovskij;Avtozavodskaja;Tul'skaja
НДВ;Агентство недвижимости;Moskva;7;16;Студия;29.7;272727.0;8100000;2020;19.0;4.0;Dmitrovskij;Dmitrovskoe shosse;Jahromskaja
НДВ;Агентство недвижимости;Moskva;13;23;Студия;26.1;270114.0;7050000;2024;13.2;6.0;;;Rasskazovka
EstateLiga;Агентство недвижимости;Moskva;14;24;Студия;31.5;365079.0;11500000;2021;12.0;6.0;Horoshevo-Mnevniki;Shelepihinskaja naberezhnaja;Shelepiha
НДВ;Агентство недвижимости;Moskva;3;3;Студия;19.3;344313.0;6645250;;;3.0;Golovinskij;Solnechnogorskij proezd;Koptevo
НДВ;Агентство недвижимости;Moskva;1;3;Студия;17.6;302903.0;5331100;;;2.2;Golovinskij;Solnechnogorskij proezd;Koptevo
Западный Сад;Агентство недвижимости;Moskva;7;14;Студия;203.0;665024.0;135000000;2021;170.0;20.0;Ramenki;prospekt Generala Dorohova;Minskaja
Виктор Долгорукий;Риелтор;Moskva;1;7;Студия;20.6;290000.0;5974000;1956;;;Juzhnoportovyj;6-ja Kozhuhovskaja;Kozhuhovskaja
